business_id,date,description,result,score,type
377064,20140620,,,98,routine

377064,20130321,,,96,routine

526036,20120925,,,100,routine

526036,20120813,,,,routine

526036,20151216,,,100,routine

526036,20141209,,,99,routine

526036,20131203,,,99,routine

81795,20120430,,,100,routine

81795,20110421,,,100,routine

81795,20151013,,,100,routine

81795,20140521,,,100,routine

81795,20130509,,,100,routine

449286,20130604,,,99,routine

449286,20110304,,,100,routine

449286,20141112,,,100,routine

449286,20151210,,,100,routine

449286,20150603,,,100,routine

283390,20130627,,,96,routine

283390,20120801,,,98,routine

283390,20120730,,,,routine

283390,20150923,,,94,routine

283390,20150127,,,95,routine

283390,20140620,,,96,routine

438175,20130826,,,97,routine

438175,20121206,,,95,routine

438175,20120904,,,91,routine

438175,20150925,,,98,routine

438175,20150226,,,96,routine

438175,20140611,,,93,routine

343972,20130725,,,,followup

343972,20130711,,,93,routine

343972,20120917,,,,followup

343972,20140416,,,93,routine

343972,20140416,,,,followup

343972,20150626,,,90,routine

343972,20141229,,,91,routine

343972,20140424,,,,followup

343972,20140424,,,,routine

343972,20160425,,,90,routine

343972,20160425,,,,followup

462338,20120716,,,99,routine

462338,20110627,,,97,routine

462338,20151211,,,94,routine

462338,20141205,,,96,routine

462338,20131105,,,97,routine

488692,20120124,,,98,routine

488692,20110124,,,95,routine

488692,20150826,,,99,routine

488692,20140307,,,100,routine

488692,20130206,,,100,routine

223292,20121009,,,,followup

223292,20120830,,,,followup

223292,20151202,,,94,routine

223292,20151202,,,,followup

223292,20141201,,,94,routine

223292,20131122,,,98,routine

318197,20130917,,,95,routine

318197,20130208,,,95,routine

318197,20120522,,,,followup

318197,20150106,,,,followup

318197,20141223,,,,followup

318197,20141210,,,96,routine

591204,20151215,,,,followup

591204,20151211,,,97,routine

591204,20141223,,,98,routine

73758,20121211,,,,followup

73758,20121205,,,92,routine

73758,20151211,,,100,routine

73758,20141202,,,100,routine

73758,20131226,,,100,routine

482176,20130513,,,96,routine

482176,20120614,,,100,routine

482176,20120416,,,,routine

482176,20141203,,,98,routine

482176,20140210,,,96,routine

482176,20151030,,,,followup

482176,20151023,,,92,routine

482176,20151023,,,,followup

482176,20151022,,,,routine

482176,20160516,,,92,routine

482176,20160516,,,,followup

470960,20130614,,,,followup

470960,20130521,,,90,routine

470960,20120806,,,95,routine

470960,20140227,,,95,routine

470960,20150408,,,92,routine

470960,20140808,,,,followup

470960,20140807,,,92,routine

470960,20160202,,,95,routine

500821,20130208,,,100,routine

500821,20120808,,,95,routine

500821,20120625,,,100,routine

500821,20151224,,,100,routine

500821,20150212,,,99,routine

500821,20140408,,,98,routine

596144,20151022,,,99,routine

596144,20150225,,,98,routine

596144,20140411,,,97,routine

533025,20131030,,,,routine

533025,20130712,,,,routine

479666,20130807,,,100,routine

479666,20150511,,,100,routine

479666,20140924,,,100,routine

479666,20131016,,,100,routine

479666,20160401,,,100,routine

342380,20130205,,,91,routine

342380,20120120,,,,followup

342380,20150408,,,96,routine

342380,20140716,,,96,routine

342380,20131009,,,97,routine

342380,20160419,,,93,routine

481882,20130517,,,100,routine

481882,20120403,,,96,routine

481882,20120321,,,,routine

404410,20130524,,,99,routine

404410,20121005,,,97,routine

404410,20120326,,,97,routine

276675,20131220,,,99,routine

276675,20130523,,,98,routine

276675,20121024,,,95,routine

276675,20150729,,,98,routine

276675,20141107,,,,followup

276675,20141023,,,94,routine

276675,20160427,,,97,routine

266484,20130206,,,99,routine

266484,20150708,,,,routine

266484,20140721,,,100,routine

266484,20130718,,,100,routine

589520,20140610,,,93,routine

589520,20140224,,,,followup

589520,20150211,,,,followup

589520,20150324,,,,routine

589520,20150818,,,95,routine

589520,20150818,,,,followup

589520,20150810,,,,followup

589520,20150409,,,,followup

426289,20130724,,,,followup

426289,20130612,,,,routine

426289,20120913,,,95,routine

426289,20120913,,,,followup

92467,20140131,,,96,routine

92467,20130731,,,,followup

92467,20130724,,,91,routine

92467,20151204,,,93,routine

92467,20151204,,,,followup

92467,20150224,,,,followup

92467,20150213,,,92,routine

144852,20140204,,,,followup

144852,20131017,,,94,routine

144852,20130801,,,,followup

144852,20141006,,,96,routine

144852,20141006,,,,followup

144852,20140808,,,,followup

144852,20140604,,,97,routine

144852,20150918,,,96,routine

144852,20150918,,,,followup

144852,20150629,,,,followup

144852,20150609,,,,followup

173542,20140114,,,98,routine

173542,20130318,,,97,routine

173542,20121219,,,97,routine

173542,20150303,,,94,routine

173542,20140825,,,,followup

173542,20140818,,,90,routine

173542,20160126,,,97,routine

437562,20131224,,,99,routine

437562,20130621,,,97,routine

437562,20121212,,,98,routine

437562,20151030,,,99,routine

437562,20150123,,,96,routine

437562,20160422,,,96,routine

164501,20140121,,,,followup

164501,20140113,,,96,routine

164501,20130523,,,99,routine

164501,20140618,,,99,routine

164501,20150820,,,97,routine

164501,20150330,,,98,routine

164501,20150324,,,,routine

164501,20160121,,,97,routine

308523,20130703,,,91,routine

308523,20130118,,,96,routine

308523,20120717,,,97,routine

308523,20150602,,,96,routine

308523,20141002,,,93,routine

308523,20141002,,,,followup

308523,20140418,,,90,routine

308523,20160321,,,95,routine

284177,20131202,,,95,routine

284177,20130225,,,96,routine

284177,20120806,,,96,routine

284177,20140603,,,98,routine

284177,20140411,,,97,routine

284177,20151209,,,96,routine

284177,20150730,,,96,routine

284177,20150205,,,99,routine

407256,20130423,,,90,routine

407256,20120709,,,90,routine

407256,20111214,,,90,routine

407256,20150827,,,95,routine

407256,20141230,,,95,routine

407256,20140528,,,94,routine

407256,20160412,,,96,routine

260107,20130724,,,97,routine

260107,20130226,,,99,routine

260107,20120305,,,95,routine

260107,20150224,,,,followup

260107,20150206,,,91,routine

260107,20140313,,,96,routine

260107,20160210,,,98,routine

536831,20131121,,,97,routine

536831,20131121,,,,followup

536831,20131120,,,,followup

536831,20131119,,,82,routine

536831,20151016,,,,followup

536831,20150828,,,90,routine

536831,20141009,,,92,routine

536831,20160125,,,90,routine

342465,20130124,,,93,routine

342465,20120614,,,95,routine

342465,20120113,,,93,routine

342465,20140422,,,,followup

342465,20150929,,,90,routine

342465,20150107,,,90,routine

342465,20150106,,,,routine

138773,20140207,,,91,routine

138773,20130408,,,,followup

138773,20130326,,,92,routine

138773,20141029,,,,followup

138773,20141022,,,91,routine

138773,20140226,,,,followup

138773,20150324,,,97,routine

182757,20130618,,,95,routine

182757,20121206,,,96,routine

182757,20150415,,,95,routine

182757,20150415,,,,followup

182757,20141007,,,93,routine

182757,20140108,,,95,routine

182757,20160224,,,92,routine

144824,20140204,,,94,routine

144824,20130820,,,96,routine

144824,20130812,,,96,routine

144824,20150309,,,97,routine

144824,20150105,,,99,routine

144824,20140813,,,97,routine

144824,20160106,,,97,routine

280878,20131014,,,,followup

280878,20131007,,,93,routine

280878,20130531,,,,followup

280878,20150402,,,92,routine

280878,20140611,,,,followup

280878,20140606,,,92,routine

280878,20160113,,,92,routine

280878,20160128,,,,followup

232201,20130521,,,91,routine

232201,20121212,,,93,routine

232201,20120725,,,95,routine

232201,20140710,,,,followup

232201,20140605,,,94,routine

232201,20150219,,,97,routine

232201,20150623,,,,followup

232201,20150601,,,,followup

232201,20150528,,,91,routine

232201,20160210,,,94,routine

146695,20140203,,,94,routine

146695,20130517,,,96,routine

146695,20130104,,,,followup

146695,20141112,,,,followup

146695,20141023,,,92,routine

146695,20140204,,,,followup

146695,20151208,,,96,routine

146695,20150805,,,,followup

146695,20150714,,,91,routine

412298,20131009,,,,routine

412298,20151007,,,99,routine

412298,20141008,,,100,routine

412298,20140618,,,97,routine

282708,20130814,,,99,routine

282708,20130214,,,97,routine

282708,20120830,,,,followup

282708,20140317,,,98,routine

282708,20150210,,,,followup

282708,20150121,,,,routine

282708,20150708,,,96,routine

282708,20150610,,,97,routine

282708,20160108,,,99,routine

498172,20130131,,,93,routine

498172,20120601,,,,followup

498172,20120405,,,95,routine

498172,20150721,,,99,routine

498172,20141002,,,98,routine

498172,20140325,,,98,routine

498172,20160216,,,99,routine

142631,20140129,,,94,routine

142631,20130404,,,100,routine

142631,20151211,,,96,routine

142631,20150128,,,97,routine

142631,20140205,,,,followup

142631,20160121,,,,followup

159962,20140123,,,96,routine

159962,20130530,,,96,routine

159962,20121029,,,100,routine

159962,20140813,,,99,routine

368951,20131025,,,97,routine

368951,20130319,,,93,routine

368951,20120814,,,96,routine

368951,20140428,,,94,routine

368951,20151014,,,99,routine

368951,20141009,,,99,routine

368951,20140507,,,,followup

308085,20130927,,,95,routine

308085,20130116,,,98,routine

308085,20120822,,,100,routine

308085,20140519,,,98,routine

308085,20150707,,,100,routine

308085,20150330,,,97,routine

308085,20140604,,,98,routine

453812,20131031,,,99,routine

453812,20130522,,,,followup

453812,20130521,,,95,routine

453812,20140416,,,99,routine

453812,20151104,,,97,routine

453812,20150505,,,96,routine

453812,20141107,,,98,routine

453812,20160427,,,98,routine

265917,20131010,,,96,routine

265917,20130513,,,96,routine

265917,20121022,,,,followup

265917,20141024,,,98,routine

265917,20140508,,,,followup

265917,20151014,,,97,routine

265917,20150318,,,98,routine

265917,20141028,,,,followup

265917,20160315,,,99,routine

508173,20120810,,,100,routine

508173,20110624,,,98,routine

508173,20151203,,,97,routine

508173,20141209,,,99,routine

508173,20131211,,,97,routine

431568,20130503,,,,followup

431568,20130425,,,92,routine

431568,20120815,,,95,routine

431568,20140210,,,98,routine

431568,20150203,,,99,routine

431568,20150203,,,,followup

431568,20150202,,,,routine

431568,20150202,,,,routine

431568,20150227,,,,followup

75746,20111122,,,97,routine

75746,20150624,,,96,routine

75746,20140227,,,95,routine

75746,20130109,,,97,routine

452301,20120824,,,99,routine

452301,20110711,,,97,routine

452301,20151207,,,97,routine

452301,20141126,,,96,routine

452301,20131230,,,98,routine

489184,20131031,,,96,routine

489184,20130514,,,97,routine

489184,20121017,,,96,routine

489184,20140514,,,,followup

489184,20140509,,,94,routine

489184,20151029,,,98,routine

489184,20150416,,,95,routine

489184,20141021,,,97,routine

489184,20160420,,,97,routine

353419,20131010,,,97,routine

353419,20130617,,,96,routine

353419,20121105,,,,followup

353419,20140710,,,99,routine

353419,20151229,,,96,routine

353419,20141219,,,93,routine

353419,20140918,,,,followup

521115,20131125,,,99,routine

521115,20121010,,,96,routine

521115,20110908,,,97,routine

403564,20121227,,,98,routine

403564,20111220,,,100,routine

403564,20151209,,,98,routine

403564,20141210,,,97,routine

403564,20131216,,,96,routine

244938,20130301,,,,followup

244938,20130206,,,,routine

244938,20120504,,,,followup

461260,20131114,,,98,routine

461260,20120808,,,94,routine

461260,20111214,,,100,routine

461260,20151028,,,100,routine

461260,20150116,,,,routine

461260,20140729,,,100,routine

245887,20131022,,,99,routine

245887,20130430,,,99,routine

245887,20121106,,,97,routine

245887,20140311,,,,followup

245887,20140310,,,96,routine

245887,20151119,,,96,routine

245887,20150505,,,100,routine

245887,20141009,,,100,routine

245887,20160428,,,100,routine

245887,20160428,,,,followup

973427,20151021,,,98,routine

973427,20140502,,,100,routine

973427,20130429,,,99,routine

529671,20130201,,,,routine

529671,20120203,,,100,routine

529671,20110119,,,100,routine

529671,20150326,,,99,routine

529671,20140213,,,100,routine

529671,20130201,,,100,routine

157658,20140124,,,100,routine

157658,20130618,,,97,routine

157658,20130205,,,,followup

157658,20141120,,,94,routine

157658,20151218,,,98,routine

157658,20150717,,,100,routine

157658,20141230,,,,followup

380603,20120711,,,98,routine

380603,20111228,,,97,routine

380603,20150211,,,99,routine

380603,20140522,,,97,routine

380603,20130322,,,97,routine

380603,20160210,,,94,routine

307553,20131024,,,,followup

307553,20131016,,,90,routine

307553,20130429,,,96,routine

307553,20140213,,,95,routine

307553,20150306,,,95,routine

307553,20140804,,,,followup

307553,20140716,,,90,routine

307553,20160203,,,96,routine

375016,20131114,,,,followup

375016,20131106,,,90,routine

375016,20130321,,,97,routine

375016,20141017,,,,followup

375016,20141010,,,95,routine

375016,20141010,,,,routine

375016,20141008,,,,followup

153751,20140128,,,97,routine

153751,20130514,,,99,routine

153751,20130104,,,,followup

153751,20140813,,,98,routine

268073,20130712,,,92,routine

530081,20130502,,,99,routine

530081,20120920,,,,routine

530081,20120827,,,97,routine

530081,20141124,,,,followup

530081,20141107,,,93,routine

530081,20140418,,,96,routine

356067,20130912,,,96,routine

356067,20130227,,,98,routine

356067,20120730,,,95,routine

356067,20141215,,,,followup

356067,20141203,,,90,routine

356067,20140402,,,96,routine

356067,20150810,,,,followup

356067,20150730,,,,followup

356067,20150724,,,90,routine

356067,20160201,,,98,routine

69765,20131218,,,,followup

69765,20131023,,,90,routine

69765,20130220,,,91,routine

144867,20140204,,,,followup

144867,20140128,,,90,routine

144867,20130627,,,97,routine

144867,20140609,,,,followup

144867,20140530,,,91,routine

144867,20150309,,,98,routine

144867,20150804,,,99,routine

144867,20160309,,,93,routine

253676,20130916,,,92,routine

253676,20130422,,,,followup

253676,20130227,,,,followup

253676,20140728,,,92,routine

253676,20150507,,,,followup

253676,20150219,,,94,routine

253676,20140812,,,,followup

253676,20160107,,,93,routine

253676,20160107,,,,followup

253676,20160122,,,,followup

253676,20160517,,,,routine

412892,20121207,,,100,routine

412892,20120405,,,100,routine

412892,20151215,,,97,routine

412892,20141209,,,100,routine

412892,20131210,,,99,routine

381856,20120301,,,95,routine

381856,20110118,,,99,routine

381856,20151120,,,96,routine

381856,20141022,,,93,routine

381856,20130509,,,96,routine

347469,20130716,,,,followup

347469,20130606,,,,followup

347469,20130520,,,92,routine

347469,20141223,,,,routine

347469,20140226,,,,followup

347469,20140210,,,93,routine

512505,20131106,,,98,routine

512505,20130311,,,97,routine

512505,20121108,,,,followup

512505,20150114,,,97,routine

512505,20140429,,,98,routine

512505,20151229,,,90,routine

512505,20150609,,,96,routine

512505,20160114,,,,followup

520684,20130620,,,95,routine

520684,20120716,,,92,routine

520684,20120319,,,95,routine

520684,20140211,,,91,routine

520684,20151020,,,96,routine

520684,20141202,,,95,routine

520684,20140226,,,,followup

418464,20131205,,,98,routine

418464,20130422,,,98,routine

418464,20120924,,,99,routine

418464,20150723,,,96,routine

418464,20141124,,,98,routine

418464,20160229,,,,followup

418464,20160222,,,93,routine

241728,20130801,,,98,routine

241728,20130220,,,96,routine

241728,20120604,,,97,routine

241728,20140225,,,95,routine

241728,20151008,,,,followup

241728,20150925,,,94,routine

241728,20150203,,,99,routine

485445,20130214,,,94,routine

485445,20120910,,,96,routine

485445,20120430,,,94,routine

485445,20140327,,,96,routine

485445,20150610,,,94,routine

485445,20141008,,,,followup

485445,20140925,,,98,routine

363808,20131127,,,,followup

363808,20130930,,,98,routine

363808,20130131,,,,followup

291221,20130925,,,100,routine

291221,20130925,,,,followup

291221,20121210,,,,routine

291221,20151116,,,100,routine

291221,20150423,,,100,routine

291221,20140910,,,99,routine

414683,20130717,,,98,routine

414683,20130710,,,98,routine

414683,20140625,,,96,routine

414683,20150630,,,99,routine

414683,20141103,,,100,routine

414683,20140708,,,95,routine

516930,20130118,,,96,routine

516930,20120604,,,98,routine

516930,20150311,,,94,routine

516930,20140718,,,94,routine

516930,20131122,,,96,routine

516930,20160308,,,98,routine

416299,20131104,,,94,routine

416299,20130319,,,97,routine

416299,20120920,,,96,routine

416299,20150715,,,96,routine

416299,20140902,,,97,routine

416299,20140310,,,96,routine

416299,20160504,,,95,routine

115402,20131112,,,96,routine

115402,20130208,,,98,routine

115402,20120501,,,97,routine

115402,20150522,,,97,routine

115402,20140925,,,,followup

115402,20140813,,,95,routine

115402,20160209,,,98,routine

91226,20130719,,,96,routine

91226,20121227,,,96,routine

91226,20120807,,,97,routine

91226,20150727,,,96,routine

91226,20141105,,,97,routine

91226,20140519,,,97,routine

91226,20160212,,,96,routine

315939,20131217,,,97,routine

315939,20121026,,,98,routine

315939,20111003,,,100,routine

315939,20150724,,,100,routine

315939,20150120,,,,followup

315939,20140314,,,98,routine

521674,20120730,,,100,routine

521674,20110412,,,97,routine

521674,20151123,,,97,routine

521674,20141110,,,96,routine

521674,20131104,,,98,routine

495606,20150804,,,94,routine

495606,20140728,,,100,routine

495606,20130723,,,100,routine

495606,20120907,,,100,routine

495606,20111026,,,99,routine

62008,20130220,,,98,routine

62008,20120307,,,97,routine

62008,20120118,,,99,routine

62008,20150304,,,94,routine

62008,20150303,,,,routine

62008,20140218,,,100,routine

62008,20160211,,,,followup

62008,20160204,,,94,routine

62008,20160204,,,,followup

146644,20140203,,,100,routine

146644,20130528,,,99,routine

146644,20120731,,,100,routine

146644,20150811,,,,followup

146644,20150806,,,96,routine

146644,20141001,,,98,routine

146644,20160422,,,98,routine

93887,20131031,,,100,routine

93887,20130422,,,100,routine

93887,20121024,,,99,routine

93887,20140402,,,100,routine

93887,20151022,,,98,routine

93887,20150406,,,99,routine

93887,20141006,,,98,routine

93887,20160422,,,98,routine

411336,20130919,,,100,routine

411336,20130417,,,99,routine

411336,20121017,,,100,routine

411336,20140417,,,99,routine

411336,20151103,,,98,routine

411336,20150319,,,98,routine

411336,20141121,,,99,routine

411336,20160429,,,100,routine

455300,20131025,,,99,routine

455300,20130516,,,,routine

455300,20121016,,,98,routine

455300,20140326,,,100,routine

455300,20151014,,,100,routine

455300,20150423,,,100,routine

455300,20141028,,,99,routine

455300,20160429,,,99,routine

452575,20131014,,,99,routine

452575,20120620,,,,followup

452575,20120613,,,90,routine

452575,20151229,,,,followup

452575,20151221,,,99,routine

452575,20141208,,,100,routine

452575,20160224,,,99,routine

88963,20131018,,,100,routine

88963,20130515,,,100,routine

88963,20121024,,,100,routine

88963,20150722,,,98,routine

88963,20140925,,,100,routine

88963,20140509,,,100,routine

88963,20160419,,,,followup

88963,20160329,,,98,routine

364858,20131231,,,100,routine

364858,20131230,,,,routine

364858,20120831,,,94,routine

364858,20141224,,,,routine

364858,20151221,,,,routine

364858,20150105,,,,followup

364858,20141229,,,92,routine

364858,20160113,,,,routine

364858,20160107,,,,routine

364858,20151231,,,,routine

364858,20160128,,,90,routine

312010,20121217,,,96,routine

312010,20111212,,,,followup

312010,20151210,,,99,routine

312010,20141203,,,96,routine

312010,20131210,,,97,routine

327022,20130523,,,92,routine

327022,20120711,,,90,routine

327022,20111208,,,,followup

535545,20130618,,,100,routine

535545,20121203,,,,routine

535545,20110705,,,100,routine

76732,20131218,,,,followup

76732,20131204,,,98,routine

76732,20121214,,,100,routine

76732,20141223,,,99,routine

330310,20130627,,,98,routine

330310,20120430,,,100,routine

330310,20110412,,,100,routine

436365,20131120,,,98,routine

436365,20130503,,,,followup

436365,20121219,,,97,routine

436365,20141201,,,99,routine

518735,20130611,,,98,routine

518735,20130515,,,,routine

518735,20120711,,,99,routine

518735,20140528,,,92,routine

518735,20150528,,,97,routine

518735,20150312,,,100,routine

518735,20140610,,,,followup

518735,20160425,,,99,routine

107451,20131121,,,98,routine

107451,20130128,,,98,routine

107451,20120712,,,,routine

107451,20150922,,,100,routine

107451,20141210,,,,followup

107451,20141119,,,98,routine

107451,20160419,,,99,routine

105821,20131007,,,100,routine

105821,20130319,,,100,routine

105821,20121023,,,100,routine

105821,20140429,,,100,routine

105821,20151014,,,100,routine

105821,20150416,,,100,routine

105821,20141017,,,100,routine

105821,20160414,,,100,routine

528273,20131118,,,100,routine

528273,20130514,,,96,routine

528273,20121211,,,100,routine

528273,20140327,,,98,routine

528273,20151113,,,98,routine

528273,20150423,,,98,routine

528273,20141119,,,100,routine

528273,20141119,,,,followup

528273,20160504,,,100,routine

78852,20130924,,,100,routine

78852,20130508,,,100,routine

78852,20121206,,,99,routine

78852,20140304,,,98,routine

78852,20151014,,,100,routine

78852,20150205,,,100,routine

78852,20141105,,,98,routine

78852,20160412,,,99,routine

300463,20131024,,,99,routine

300463,20130507,,,100,routine

300463,20121031,,,100,routine

300463,20140401,,,100,routine

300463,20151112,,,100,routine

300463,20150429,,,100,routine

300463,20141022,,,100,routine

300463,20160502,,,100,routine

481348,20131016,,,100,routine

481348,20130423,,,100,routine

481348,20121017,,,100,routine

481348,20141016,,,,routine

481348,20140410,,,100,routine

