"business_id","date","code","description"

"PR0000005","20160105","02E","Standard Not Met: Smoking, Eating, Drinking"

"PR0000005","20160105","03E","Standard Not Met: Cold Hold at 41 Degrees or Less"

"PR0000005","20160105","05D","Standard Not Met: Sewage Disposal"

"PR0000005","20160105","08A","Standard Not Met: Properly Stored"

"PR0000005","20160105","10B","Standard Not Met: Non-Food Contact Surfaces (Construction)"

"PR0000005","20160105","12A","Standard Not Met: Food Contact Surfaces (Cleaning)"

"PR0000005","20160105","14A","Standard Not Met: Plumbing, Installed, Maintained"

"PR0000005","20160105","14C","Standard Not Met: Floors, Walls, Ceilings"

"PR0000008","20150409","06C","Standard Not Met: Soap and Drying Devices"

"PR0000010","20150320","02D","Standard Not Met: Hygienic Practices"

"PR0000010","20150320","02E","Standard Not Met: Smoking, Eating, Drinking"

"PR0000010","20150320","03E","Standard Not Met: Cold Hold at 41 Degrees or Less"

"PR0000010","20150320","05B","Standard Not Met: Hot and Cold Water Under Pressure"

"PR0000013","20140703","01F","Standard Not Met: Consumer Advisory"

"PR0000013","20140703","03E","Standard Not Met: Cold Hold at 41 Degrees or Less"

"PR0000013","20140703","03G","Standard Not Met: Adequate Equipment to Maintain Food Temperatures"

"PR0000013","20140703","06B","Standard Not Met: Accessible"

"PR0000014","20150424","01B","Standard Not Met: Wholesome, Free of Spoilage"

"PR0000014","20150424","03A","Standard Not Met: Cooling Methods"

"PR0000014","20150424","03E","Standard Not Met: Cold Hold at 41 Degrees or Less"

"PR0000014","20150424","12B","Standard Not Met: Non-Food Contact Surfaces (Cleaning)"

"PR0000014","20150424","13B","Standard Not Met: Single Service Articles Stored, Dispensed, Used"

"PR0000014","20150424","14A","Standard Not Met: Plumbing, Installed, Maintained"

"PR0000016","20141107","01F","Standard Not Met: Consumer Advisory"

"PR0000016","20141107","02C","Standard Not Met: Hands Washed As Needed"

"PR0000016","20141107","02F","Standard Not Met: Training Needed"

