business_id,date,code,description

PR0001965,20160113,0006,"Standard not met: Adequate Handwashing Facilities Supplied & Accessible"

PR0001965,20160113,0007,"Standard not met: Proper Hot & Cold Holding Temperatures"

PR0001965,20160113,0036,"Standard not met: Equipment And Utensils: Installed, Clean, Adequate Capacity"

PR0001965,20160113,0037,"Standard not met: Equipment And Utensils: Storage And Use"

PR0001965,20160113,0045,"Standard not met: Floors, Walls, Ceiling: Good Repair/Fully Enclosed"

PR0001965,20160113,0046,"Standard not met: Floors, Walls, And Ceilings Clean"

PR0001967,20151228,0033,"Standard not met: Food Properly Labeled & Honestly Presented, Adequate Storage"

PR0001968,20151106,0036,"Standard not met: Equipment And Utensils: Installed, Clean, Adequate Capacity"

PR0001968,20151106,0045,"Standard not met: Floors, Walls, Ceiling: Good Repair/Fully Enclosed"

PR0001968,20160223,0045,"Standard not met: Floors, Walls, Ceiling: Good Repair/Fully Enclosed"

PR0001968,20151106,0049,"Standard not met: Food Handler Certificates Available, Current, Complete"

PR0001970,20151218,0006,"Standard not met: Adequate Handwashing Facilities Supplied & Accessible"

PR0001970,20151218,0024,"Standard not met: Vermin Proofing, Air Curtains, Self Closing Doors"

PR0001970,20151218,0045,"Standard not met: Floors, Walls, Ceiling: Good Repair/Fully Enclosed"

PR0001970,20151218,0046,"Standard not met: Floors, Walls, And Ceilings Clean"

PR0001970,20151218,0049,"Standard not met: Food Handler Certificates Available, Current, Complete"

PR0001971,20150728,0007,"Standard not met: Proper Hot & Cold Holding Temperatures"

PR0001971,20150728,0023,"Standard not met: No Rodents, Insects, Birds Or Animals"

PR0001971,20160325,0023,"Standard not met: No Rodents, Insects, Birds Or Animals"

PR0001971,20160325,0024,"Standard not met: Vermin Proofing, Air Curtains, Self Closing Doors"

PR0001971,20160325,0028,"Standard not met: Food Separated And Protected From Contamination"

PR0001971,20150728,0036,"Standard not met: Equipment And Utensils: Installed, Clean, Adequate Capacity"

PR0001971,20160325,0037,"Standard not met: Equipment And Utensils: Storage And Use"

PR0001971,20160325,0038,"Standard not met: Adequate Ventilation & Lighting: Designated Areas; Use"

PR0001971,20150728,0045,"Standard not met: Floors, Walls, Ceiling: Good Repair/Fully Enclosed"

PR0001971,20150728,0046,"Standard not met: Floors, Walls, And Ceilings Clean"

PR0001971,20160325,0046,"Standard not met: Floors, Walls, And Ceilings Clean"

PR0001971,20160325,0049,"Standard not met: Food Handler Certificates Available, Current, Complete"

PR0001971,20160325,0052,"Standard not met: Permit Available And Current"

PR0001972,20151201,0036,"Standard not met: Equipment And Utensils: Installed, Clean, Adequate Capacity"

PR0001972,20151201,0041,"Standard not met: Plumbing: Properly Installed, Good Repair, Waste Water Disposal"

PR0001972,20151201,0045,"Standard not met: Floors, Walls, Ceiling: Good Repair/Fully Enclosed"

PR0001972,20151201,0046,"Standard not met: Floors, Walls, And Ceilings Clean"

PR0001972,20151201,0049,"Standard not met: Food Handler Certificates Available, Current, Complete"

PR0001974,20160112,0045,"Standard not met: Floors, Walls, Ceiling: Good Repair/Fully Enclosed"

PR0001975,20150717,0007,"Standard not met: Proper Hot & Cold Holding Temperatures"

PR0001975,20160315,0007,"Standard not met: Proper Hot & Cold Holding Temperatures"

PR0001975,20150717,0014,"Standard not met: Food Contact Surfaces; Clean And Sanitized"

PR0001975,20151104,0024,"Standard not met: Vermin Proofing, Air Curtains, Self Closing Doors"

PR0001975,20150717,0028,"Standard not met: Food Separated And Protected From Contamination"

PR0001975,20160315,0033,"Standard not met: Food Properly Labeled & Honestly Presented, Adequate Storage"

PR0001975,20151104,0034,"Standard not met: Utensils And Equipment Approved, Good Repair"

PR0001975,20151104,0036,"Standard not met: Equipment And Utensils: Installed, Clean, Adequate Capacity"

PR0001975,20160315,0036,"Standard not met: Equipment And Utensils: Installed, Clean, Adequate Capacity"

PR0001975,20160315,0041,"Standard not met: Plumbing: Properly Installed, Good Repair, Waste Water Disposal"

PR0001975,20151104,0041,"Standard not met: Plumbing: Properly Installed, Good Repair, Waste Water Disposal"

PR0001975,20151104,0042,"Standard not met: Refuse Properly Disposed: Facilities Maintained"

PR0001975,20150717,0042,"Standard not met: Refuse Properly Disposed: Facilities Maintained"

PR0001975,20150717,0044,"Standard not met: Personal Item Storage And Cleaning Items Storage"

PR0001975,20151104,0044,"Standard not met: Personal Item Storage And Cleaning Items Storage"

