business_id,name,date,score,Address
FSP-060-002138,ATown Wings,10/09/2014 12:00:00 AM,95,"2480 FLAT SHOALS RD
ATLANTA, GA 30349
(33.588842698000065, -84.47008353699994)"
FSP-060-002138,ATown Wings,04/25/2014 12:00:00 AM,93,"2480 FLAT SHOALS RD
ATLANTA, GA 30349
(33.588842698000065, -84.47008353699994)"
(1-41),A Phillip Randolph Elementary School,09/29/2014 12:00:00 AM,99,"5320 CAMPBELLTON
ATLANTA, GA 30331
(33.71117028000003, -84.52821615499994)"
(1-41),A Phillip Randolph Elementary School,03/10/2014 12:00:00 AM,100,"5320 CAMPBELLTON
ATLANTA, GA 30331
(33.71117028000003, -84.52821615499994)"
(1-43),Aa Synagogue Meat Kitchen,05/08/2014 12:00:00 AM,100,"600 PEACHTREE BATTLE
ATLANTA, GA 30327
(33.85881356700003, -84.42285846099998)"
(1-43),Aa Synagogue Meat Kitchen,01/13/2014 12:00:00 AM,100,"600 PEACHTREE BATTLE
ATLANTA, GA 30327
(33.85881356700003, -84.42285846099998)"
(1-44),Aa Synagogue Milk Kit,05/08/2014 12:00:00 AM,100,"600 PEACHTREE BATTLE
ATLANTA, GA 30327
(33.85881356700003, -84.42285846099998)"
(1-44),Aa Synagogue Milk Kit,01/13/2014 12:00:00 AM,100,"600 PEACHTREE BATTLE
ATLANTA, GA 30327
(33.85881356700003, -84.42285846099998)"
1-31969,Abattoir,01/02/2014 12:00:00 AM,100,"1170 HOWELL MILL RD STE 100
ATLANTA, GA 30318
(33.78589227000003, -84.41170775999996)"
1-16454,Abbotts Hill Elementary School,09/15/2014 12:00:00 AM,100,"5575 ABBOTTS BRIDGE RD
DULUTH, GA 30097
(34.05489343000005, -84.19713197299995)"
1-16454,Abbotts Hill Elementary School,01/22/2014 12:00:00 AM,100,"5575 ABBOTTS BRIDGE RD
DULUTH, GA 30097
(34.05489343000005, -84.19713197299995)"
FSP-060-001352,Abdullah The Butcher  Lopez Management Inc,10/08/2014 12:00:00 AM,82,"2387 FAIRBURN RD
ATLANTA, GA 30331
(33.689662748000046, -84.51151382899997)"
FSP-060-001352,Abdullah The Butcher  Lopez Management Inc,04/02/2014 12:00:00 AM,84,"2387 FAIRBURN RD
ATLANTA, GA 30331
(33.689662748000046, -84.51151382899997)"
FSP-060-001352,Abdullah The Butcher  Lopez Management Inc,03/31/2014 12:00:00 AM,53,"2387 FAIRBURN RD
ATLANTA, GA 30331
(33.689662748000046, -84.51151382899997)"
1-32146,Abdullah The Butcher Westend,12/10/2014 12:00:00 AM,79,"854 OAK ST
ATLANTA, GA 30310
(33.74064178400005, -84.41639081599999)"
FSP-060-001048,Absolute Bar Club,04/09/2014 12:00:00 AM,99,"1 PHILIPS DR
ATLANTA, GA 30303
(33.75605194800005, -84.39731484299995)"
1-29835,Acoustix Jazz Cafe,01/10/2014 12:00:00 AM,99,"840 MARIETTA ST
ATLANTA, GA 30318
(33.77532568200007, -84.40673914799999)"
1-29835,Acoustix Jazz Cafe,01/03/2014 12:00:00 AM,76,"840 MARIETTA ST
ATLANTA, GA 30318
(33.77532568200007, -84.40673914799999)"
1-31606,Actors Express,03/13/2014 12:00:00 AM,100,"887 WEST MARIETTA ST STE J-107
ATLANTA, GA 30318
(33.78188908000004, -84.41652662999996)"
1-23280,Adamsville Elementary School,09/12/2014 12:00:00 AM,96,"286 WILSON MILL RD SW
ATLANTA, GA 30331
(33.75510182000005, -84.51435001899995)"
1-23280,Adamsville Elementary School,03/05/2014 12:00:00 AM,100,"286 WILSON MILL RD SW
ATLANTA, GA 30331
(33.75510182000005, -84.51435001899995)"
2-31480,Adesa Diner,12/17/2014 12:00:00 AM,90,"5055 OAKLEY INDUSTRIAL BLVD
FAIRBURN, GA 30213
(33.54812422700007, -84.55277864099997)"
2-31480,Adesa Diner,04/09/2014 12:00:00 AM,99,"5055 OAKLEY INDUSTRIAL BLVD
FAIRBURN, GA 30213
(33.54812422700007, -84.55277864099997)"
2-31480,Adesa Diner,04/07/2014 12:00:00 AM,75,"5055 OAKLEY INDUSTRIAL BLVD
FAIRBURN, GA 30213
(33.54812422700007, -84.55277864099997)"
FSP-060-002780,Adrenaline Nutrition Source,10/16/2014 12:00:00 AM,96,"11720 MEDLOCK BRIDGE RD
DULUTH, GA 30097
(34.067652665000026, -84.16844035499997)"
FSP-060-001749,AFC Sushi,04/09/2014 12:00:00 AM,100,"350 SPELMAN LN
ATLANTA, GA 30314
(33.74533076500006, -84.40888294699994)"
FSP-060-000368,Africa Home Taste Restaurant,02/28/2014 12:00:00 AM,89,"4841 OLD NATIONAL HWY
ATLANTA, GA 30337
(33.62439027700003, -84.47428959899997)"
(1-54),Afro Dish,09/03/2014 12:00:00 AM,80,"209 EDGEWOOD AVE STE 126
ATLANTA, GA 30303
(33.75437259000006, -84.38001081899995)"
(1-54),Afro Dish,01/15/2014 12:00:00 AM,96,"209 EDGEWOOD AVE STE 126
ATLANTA, GA 30303
(33.75437259000006, -84.38001081899995)"
(1-54),Afro Dish,01/08/2014 12:00:00 AM,85,"209 EDGEWOOD AVE STE 126
ATLANTA, GA 30303
(33.75437259000006, -84.38001081899995)"
FSP-060-000244,Agora,12/12/2014 12:00:00 AM,98,"3850 JONESBORO RD SE
ATLANTA, GA 30354
(33.64927296600007, -84.36590112899995)"
FSP-060-000244,Agora,09/12/2014 12:00:00 AM,96,"3850 JONESBORO RD SE
ATLANTA, GA 30354
(33.64927296600007, -84.36590112899995)"
FSP-060-000986,Agora,12/12/2014 12:00:00 AM,93,"3650 JONESBORO RD
ATLANTA, GA 30354
(33.655738419000045, -84.36884520899997)"
FSP-060-000986,Agora,09/12/2014 12:00:00 AM,93,"3650 JONESBORO RD
ATLANTA, GA 30354
(33.655738419000045, -84.36884520899997)"
FSP-060-000986,Agora,01/10/2014 12:00:00 AM,94,"3650 JONESBORO RD
ATLANTA, GA 30354
(33.655738419000045, -84.36884520899997)"
FSP-060-000103,Airport View Restaurant,11/05/2014 12:00:00 AM,93,"3670 GEORGIA AVE
HAPEVILLE, GA 30354
(33.65398003700005, -84.41028817599994)"
FSP-060-000103,Airport View Restaurant,01/17/2014 12:00:00 AM,93,"3670 GEORGIA AVE
HAPEVILLE, GA 30354
(33.65398003700005, -84.41028817599994)"
1-31463,AJA Restaurant,08/21/2014 12:00:00 AM,94,"3500 LENOX RD STE 100
ATLANTA, GA 30326
(33.85254354400007, -84.36543675899998)"
1-31463,AJA Restaurant,02/26/2014 12:00:00 AM,96,"3500 LENOX RD STE 100
ATLANTA, GA 30326
(33.85254354400007, -84.36543675899998)"
1-31142,Akina Restaurant,04/04/2014 12:00:00 AM,98,"5815 WINDWARD PKWY
ALPHARETTA, GA 30005
(34.08882353900003, -84.25615435199995)"
1-13289,Alacarte,01/07/2014 12:00:00 AM,100,"8610 ROSWELL RD
ATLANTA, GA 30350
(33.989734217000034, -84.35173267099998)"
1-29245,Aladdins Mediterranean Grill & Deli,11/17/2014 12:00:00 AM,88,"8725 ROSWELL RD STE 1 &amp; 2
ATLANTA, GA 30350
(33.97901379900003, -84.34003831199999)"
(1-62),Aldos Italian Restaurant,02/26/2014 12:00:00 AM,89,"6690 ROSWELL RD STE 2120 BLDG F
ATLANTA, GA 30328
(33.937368769000045, -84.37812568599998)"
2-31525,All About Taste Catering Company,10/15/2014 12:00:00 AM,100,"455 PLASAMORE DR NE
ATLANTA, GA 30324
(33.81314357200006, -84.37257514499998)"
1-25537,All Saints Episcopal Church,05/08/2014 12:00:00 AM,98,"634 WEST PEACHTREE ST
ATLANTA, GA 30308
(33.77168016400003, -84.38740958199998)"
(1-64),All Star Line Up 101,06/04/2014 12:00:00 AM,99,"755 HANK AARON DR
ATLANTA, GA 30315
(33.735690817000034, -84.38790010199995)"
1-1574,All Star Line Up 135,06/04/2014 12:00:00 AM,99,"755 HANK AARON DR
ATLANTA, GA 30315
(33.735690817000034, -84.38790010199995)"
(1-68),All Star Line Up 201,06/04/2014 12:00:00 AM,97,"755 HANK AARON DR
ATLANTA, GA 30315
(33.735690817000034, -84.38790010199995)"
(1-2421),All Star Line Up 206,06/04/2014 12:00:00 AM,96,"755 HANK AARON DR
ATLANTA, GA 30315
(33.735690817000034, -84.38790010199995)"
(1-69),All Star Line Up 217,06/04/2014 12:00:00 AM,93,"755 HANK AARON DR
ATLANTA, GA 30315
(33.735690817000034, -84.38790010199995)"
1-1565,All Star Line Up 239,06/04/2014 12:00:00 AM,96,"755 HANK AARON DR
ATLANTA, GA 30315
(33.735690817000034, -84.38790010199995)"
FSP-060-001678,All Starz Sports Bar and Lounge,09/02/2014 12:00:00 AM,89,"4847 OLD NATIONAL HWY
ATLANTA, GA 30337
(33.62435876200004, -84.47428859799999)"
FSP-060-001678,All Starz Sports Bar and Lounge,03/31/2014 12:00:00 AM,94,"4847 OLD NATIONAL HWY
ATLANTA, GA 30337
(33.62435876200004, -84.47428859799999)"
FSP-060-000964,Alma Cocina,04/09/2014 12:00:00 AM,80,"191 PEACHTREE ST
ATLANTA, GA 30303
(33.74939012300007, -84.39427491599997)"
2-31693,ALO II LLC dba Subway,10/23/2014 12:00:00 AM,100,"8420 SENOIA STE 107
FAIRBURN, GA 30213
(33.528033761000074, -84.57599102499995)"
2-31693,ALO II LLC dba Subway,02/10/2014 12:00:00 AM,94,"8420 SENOIA STE 107
FAIRBURN, GA 30213
(33.528033761000074, -84.57599102499995)"
1-24225,Aloha,07/26/2014 12:00:00 AM,86,"550 PIEDMONT AVE NE
ATLANTA, GA 30308
(33.76943176100008, -84.38197315499997)"
1-24225,Aloha,07/16/2014 12:00:00 AM,51,"550 PIEDMONT AVE NE
ATLANTA, GA 30308
(33.76943176100008, -84.38197315499997)"
(1-75),Alpha Delta Pi Sorority Kitchen,10/15/2014 12:00:00 AM,99,"729 BRITTAIN DR
ATLANTA, GA 30313
(33.774599745000046, -84.39302929899998)"
(1-75),Alpha Delta Pi Sorority Kitchen,04/10/2014 12:00:00 AM,95,"729 BRITTAIN DR
ATLANTA, GA 30313
(33.774599745000046, -84.39302929899998)"
FSP-060-001504,Alpha Gamma Delta Sorority House,09/23/2014 12:00:00 AM,99,"177 5TH ST NW
ATLANTA, GA 30313
(33.77694809500008, -84.39303966999995)"
1-32378,Alpha Rho Of Phi Kappa Tau Fraternity,04/11/2014 12:00:00 AM,90,"175 4TH ST NW
ATLANTA, GA 30313
(33.77583499100007, -84.39303621299996)"
(1-76),Alpha Soda,03/25/2014 12:00:00 AM,95,"11760 HAYNES BRIDGE
ALPHARETTA, GA 30004
(34.05628124700007, -84.28640832899998)"
(1-78),Alpharetta Elementary  School,10/09/2014 12:00:00 AM,100,"192 MAYFIELD ST
ALPHARETTA, GA 30201
(34.07537343800004, -84.29454722899999)"
(1-78),Alpharetta Elementary  School,03/04/2014 12:00:00 AM,100,"192 MAYFIELD ST
ALPHARETTA, GA 30201
(34.07537343800004, -84.29454722899999)"
(1-3038),Alpharetta Family Skate Center,07/02/2014 12:00:00 AM,92,"10800 DAVIS DR
ALPHARETTA, GA 30004
(34.04178957800008, -84.31314451899993)"
1-25446,Alpharetta High School,08/26/2014 12:00:00 AM,96,"3595 WEBB BRIDGE
ALPHARETTA, GA 30005
(34.07855004800007, -84.25509616299996)"
1-25446,Alpharetta High School,01/14/2014 12:00:00 AM,100,"3595 WEBB BRIDGE
ALPHARETTA, GA 30005
(34.07855004800007, -84.25509616299996)"
1-13274,Alpharetta Marriott  Lobby Bar,10/30/2014 12:00:00 AM,99,"5750 WINDWARD PKWY
ALPHARETTA, GA 30005
(34.08861728100004, -84.25804524599994)"
1-13274,Alpharetta Marriott  Lobby Bar,01/14/2014 12:00:00 AM,97,"5750 WINDWARD PKWY
ALPHARETTA, GA 30005
(34.08861728100004, -84.25804524599994)"
1-13275,Alpharetta Marriott  Vidalias,10/30/2014 12:00:00 AM,93,"5750 WINDWARD PKWY
ALPHARETTA, GA 30005
(34.08861728100004, -84.25804524599994)"
1-13275,Alpharetta Marriott  Vidalias,01/14/2014 12:00:00 AM,99,"5750 WINDWARD PKWY
ALPHARETTA, GA 30005
(34.08861728100004, -84.25804524599994)"
(1-80),Alpharetta Swimming Pool Concession,04/29/2014 12:00:00 AM,100,"1810 OLD MILTON PKWY
ALPHARETTA, GA 30004
(34.073012163000044, -84.30509029699994)"
1-26775,Alpharetta YMCA,10/03/2014 12:00:00 AM,100,"3655 PRESTON RIDGE
ALPHARETTA, GA 30005
(34.070305817000076, -84.25228446099999)"
FSP-060-000004,Alpine Bakery 1 LLC,06/04/2014 12:00:00 AM,91,"12315 CRABAPPLE RD STE 100
ALPHARETTA, GA 30004
(34.082389197000055, -84.35703086299998)"
FSP-060-002179,Alston & Bird Dining 50th & 51st FLOOR,02/26/2014 12:00:00 AM,81,"1201 WEST PEACHTREE ST
ATLANTA, GA 30309
(33.787530651000054, -84.38776798099997)"
FSP-060-000810,Amana Academy,08/27/2014 12:00:00 AM,100,"285 SOUTH MAIN STREET
ALPHARETTA, GA 30009
(34.06792768400004, -84.30134720099994)"
FSP-060-000810,Amana Academy,03/05/2014 12:00:00 AM,92,"285 SOUTH MAIN STREET
ALPHARETTA, GA 30009
(34.06792768400004, -84.30134720099994)"
(1-84),AMC Theatres Buckhead Backlot 6,04/08/2014 12:00:00 AM,95,"3340 PEACHTREE RD
ATLANTA, GA 30326
(33.847001068000054, -84.37076260599997)"
(1-85),AMC Theatres Mansell Crossing 14,04/01/2014 12:00:00 AM,100,"7730 NORTH POINT PKWY
ALPHARETTA, GA 30022
(34.040027155000075, -84.30528211199999)"
(1-96),AMC Theatres Phipps Plaza 14,12/17/2014 12:00:00 AM,97,"3500 PEACHTREE RD
ATLANTA, GA 30326
(33.852051234000044, -84.36072348899995)"
(1-96),AMC Theatres Phipps Plaza 14,04/29/2014 12:00:00 AM,83,"3500 PEACHTREE RD
ATLANTA, GA 30326
(33.852051234000044, -84.36072348899995)"
(1-96),AMC Theatres Phipps Plaza 14,04/29/2014 12:00:00 AM,87,"3500 PEACHTREE RD
ATLANTA, GA 30326
(33.852051234000044, -84.36072348899995)"
1-32105,Americas Mart Atrium Bldg 3 Unit 3,07/10/2014 12:00:00 AM,100,"250 SPRING ST
ATLANTA, GA 30303
(33.76142109800003, -84.38905392699996)"
1-32105,Americas Mart Atrium Bldg 3 Unit 3,01/09/2014 12:00:00 AM,91,"250 SPRING ST
ATLANTA, GA 30303
(33.76142109800003, -84.38905392699996)"
1-32117,Americas Mart Cafe On 2 Bldg 1,01/13/2014 12:00:00 AM,100,"240 PEACHTREE ST
ATLANTA, GA 30303
(33.76061104400003, -84.38761357499999)"
1-32123,Americas Mart Food Pavillion 10Th FLR B1 U4,01/10/2014 12:00:00 AM,91,"240 PEACHTREE ST
ATLANTA, GA 30303
(33.76061104400003, -84.38761357499999)"
1-32121,Americas Mart Food Pavillion 10Th Flr B1 U2,01/10/2014 12:00:00 AM,100,"240 PEACHTREE ST
ATLANTA, GA 30303
(33.76061104400003, -84.38761357499999)"
1-32122,Americas Mart Food Pavillion10th FLR B1 U3,01/10/2014 12:00:00 AM,100,"240 PEACHTREE ST
ATLANTA, GA 30303
(33.76061104400003, -84.38761357499999)"
1-32120,Americas Mart Pavillion 10Th Flr BldgUnit 1,01/10/2014 12:00:00 AM,100,"240 PEACHTREE ST
ATLANTA, GA 30303
(33.76061104400003, -84.38761357499999)"
1-32116,Americas MartAtrium Bldg 3 Unit 4,01/09/2014 12:00:00 AM,100,"250 SPRING ST
ATLANTA, GA 30303
(33.76142109800003, -84.38905392699996)"
FSP-060-000609,American Burger,07/08/2014 12:00:00 AM,93,"1603 WHITE WAY
ATLANTA, GA 30344
(33.67864173700008, -84.44124928399998)"
FSP-060-000609,American Burger,06/24/2014 12:00:00 AM,70,"1603 WHITE WAY
ATLANTA, GA 30344
(33.67864173700008, -84.44124928399998)"
1-32440,American Deli,08/14/2014 12:00:00 AM,89,"4514 WASHINGTON RD
ATLANTA, GA 30349
(33.63222832100007, -84.49228910999994)"
1-32440,American Deli,01/15/2014 12:00:00 AM,92,"4514 WASHINGTON RD
ATLANTA, GA 30349
(33.63222832100007, -84.49228910999994)"
1-31286,American Deli,10/13/2014 12:00:00 AM,91,"5190 OLD NATIONAL HWY STE B
COLLEGE PARK, GA 30349
(33.61360062500006, -84.47238003399997)"
1-31286,American Deli,04/10/2014 12:00:00 AM,90,"5190 OLD NATIONAL HWY STE B
COLLEGE PARK, GA 30349
(33.61360062500006, -84.47238003399997)"
1-14442,American Deli,12/11/2014 12:00:00 AM,97,"840 OAK ST
ATLANTA, GA 30310
(33.740614891000064, -84.41494606699996)"
FSP-060-000708,American Deli,10/09/2014 12:00:00 AM,70,"2631 MAIN ST
ATLANTA, GA 30344
(33.68327795400006, -84.44064388899994)"
FSP-060-000708,American Deli,04/22/2014 12:00:00 AM,83,"2631 MAIN ST
ATLANTA, GA 30344
(33.68327795400006, -84.44064388899994)"
1-30340,American Deli,02/04/2014 12:00:00 AM,90,"3695 CASCADE RD STE M
ATLANTA, GA 30331
(33.72372765500006, -84.50958606199998)"
FSP-060-001034,American Deli,07/23/2014 12:00:00 AM,96,"2457 MARTIN LUTHER KING JR. DR STE D
ATLANTA, GA 30311
(33.75216113700003, -84.46835115099998)"
FSP-060-001034,American Deli,07/09/2014 12:00:00 AM,67,"2457 MARTIN LUTHER KING JR. DR STE D
ATLANTA, GA 30311
(33.75216113700003, -84.46835115099998)"
1-32700,American Deli,08/28/2014 12:00:00 AM,96,"1624 DONALD LEE HOLLOWELL PKWY STE 105
ATLANTA, GA 30318
(33.77237468900006, -84.44111286699996)"
FSP-060-002801,American Deli,12/10/2014 12:00:00 AM,91,"2740 GREENBRIAR PKWY
ATLANTA, GA 30331
(33.68991873400006, -84.48901028699999)"
1-30255,American Deli,12/08/2014 12:00:00 AM,92,"6175 OLD NATIONAL HWY
ATLANTA, GA 30349
(33.58508165000006, -84.46928385299998)"
1-30255,American Deli,05/20/2014 12:00:00 AM,90,"6175 OLD NATIONAL HWY
ATLANTA, GA 30349
(33.58508165000006, -84.46928385299998)"
FSP-060-001127,American Deli,08/11/2014 12:00:00 AM,91,"2685 METROPOLITAN PKWY
ATLANTA, GA 30315
(33.68260847800008, -84.40780385699998)"
FSP-060-001127,American Deli,01/21/2014 12:00:00 AM,88,"2685 METROPOLITAN PKWY
ATLANTA, GA 30315
(33.68260847800008, -84.40780385699998)"
FSP-060-000223,American Deli,04/02/2014 12:00:00 AM,98,"50 UPPER ALABAMA ST
ATLANTA, GA 30303
(33.752494728000045, -84.39008922799997)"
FSP-060-001790,American Deli,09/29/2014 12:00:00 AM,90,"2091 CAMPBELLTON RD
ATLANTA, GA 30311
(33.70662664100007, -84.45701089899995)"
FSP-060-001790,American Deli,03/21/2014 12:00:00 AM,84,"2091 CAMPBELLTON RD
ATLANTA, GA 30311
(33.70662664100007, -84.45701089899995)"
FSP-060-002812,American Deli,12/02/2014 12:00:00 AM,83,"3530 CAMP CREEK PKWY STE 140
EAST POINT, GA 30344
(33.654517000000055, -84.50477067599996)"
FSP-060-000548,American Deli,11/03/2014 12:00:00 AM,90,"1003 VIRGINIA AVE
ATLANTA, GA 30354
(33.658926344000065, -84.42278862699999)"
FSP-060-000548,American Deli,02/18/2014 12:00:00 AM,93,"1003 VIRGINIA AVE
ATLANTA, GA 30354
(33.658926344000065, -84.42278862699999)"
1-31204,American Deli,08/27/2014 12:00:00 AM,90,"4733 JONESBORO RD STE 130
UNION CITY, GA 30291
(33.569640364000065, -84.54231675799997)"
1-31204,American Deli,02/05/2014 12:00:00 AM,89,"4733 JONESBORO RD STE 130
UNION CITY, GA 30291
(33.569640364000065, -84.54231675799997)"
1-31091,American Deli,10/20/2014 12:00:00 AM,87,"590 CASCADE AVE SW STE D
ATLANTA, GA 30310
(33.73865316100006, -84.43387538499996)"
1-31091,American Deli,04/10/2014 12:00:00 AM,95,"590 CASCADE AVE SW STE D
ATLANTA, GA 30310
(33.73865316100006, -84.43387538499996)"
1-31091,American Deli,04/09/2014 12:00:00 AM,59,"590 CASCADE AVE SW STE D
ATLANTA, GA 30310
(33.73865316100006, -84.43387538499996)"
1-31091,American Deli,04/02/2014 12:00:00 AM,65,"590 CASCADE AVE SW STE D
ATLANTA, GA 30310
(33.73865316100006, -84.43387538499996)"
1-31690,American Deli,08/28/2014 12:00:00 AM,96,"1624 DONALD LEE HOLLOWELL PKWY STE 105
ATLANTA, GA 30318
(33.77237468900006, -84.44111286699996)"
(1-99),American Golf Snack Bar,08/22/2014 12:00:00 AM,100,"216 WEST WIEUCA RD
ATLANTA, GA 30342
(33.875766129000056, -84.39186973499994)"
(1-99),American Golf Snack Bar,03/19/2014 12:00:00 AM,100,"216 WEST WIEUCA RD
ATLANTA, GA 30342
(33.875766129000056, -84.39186973499994)"
FSP-060-002703,American Hibachi,09/22/2014 12:00:00 AM,96,"6071 OLD NATIONAL HWY STE 101
COLLEGE PARK, GA 30349
(33.58961652800008, -84.46884495199998)"
FSP-060-002703,American Hibachi,09/18/2014 12:00:00 AM,78,"6071 OLD NATIONAL HWY STE 101
COLLEGE PARK, GA 30349
(33.58961652800008, -84.46884495199998)"
1-28625,American Sandwich,05/14/2014 12:00:00 AM,85,"2910 CAMPBELLTON SW
ATLANTA, GA 30311
(33.69776789800005, -84.48387289299995)"
2-31440,American Wing & Deli,06/19/2014 12:00:00 AM,86,"199 MITCHELL ST
ATLANTA, GA 30303
(33.75159559100007, -84.39418734299994)"
