business_id,date,code,description

4068010003,20121214,1,"person-in charge or pic will have until january 1, 2014 to pass an ansi approved managers food safety exam and have a certificate available as demonstration of knowledge to meet these requireements.2-102.11 demonstration"

4068010003,20121214,3,"employee health policy information was given out during this inspection.2-201.13 removal, adjustment, or retention of exclusions and restrictions"

4068010003,20121214,19,"bbq in double boiler pot was 124f-which needed to be stirred through-out the hot holding process to equalize the temperature through-out the product. double boiler pot was broken down at this time and bbq was re-heated to 165f as required for re-heating.3-501.16 (a)(1) potentially hazardous food (time/temperature control for safety food), hot and cold holding"

4068010003,20121214,21,"ready-to-eat, potentially hazardous foods, which are refrigerated for  more than 24 hours, need to be date marked for 7 days if foods are stored at 41f, and 4 days if foods are stored at 45f before consumption, use or disposal.3-501.17 ready-to-eat potentially hazardous food (time/temperature control for safety food), date marking"

4068010003,20121214,37,"desserts on service counter needed to be covered to prevent potential contamination. these were wrapped in saran wrap and re-located to the walk-in cooler at this time.3-306.11 food display-preventing contamination by consumers"

4068010003,20121214,39,"in-use wiping cloths need to be stored wet in an approved concentration of sanitizer. chlorine was mixed too strong-at 200ppm and needed to be re-mixed at this time to an  acceptable 50ppm concentration3-304.14 wiping cloths, use limitation"

4068010003,20121214,45,"walk-in freezer has build-ups of ice on floor and on frozen products which will need to be removed, and refrigeration corrected to prevent ice flows from accumulating inside the freezer walk-in to remain clean able.4-101.19 nonfood-contact surfaces"

4068010003,20121214,47,"dish washer utensil racks have encrusted dirt and build-ups which may still be cleaned-but due to age and wear, it is recommended to replace these. interior dish washer has build-ups on interior walls and corners, and edges of machine interior frame work. recommed using a de-lime compound periodically in the dish machine to remove build-ups.clean build-ups fro walk-in cooler shelving.4-602.13 nonfood contact surfaces"

4068010003,20121214,53,"drink dispenser counter has chipped surfaces which need to be repaired, or replace counter sections to remain clean able. remove moldy caulk at kitchen hand sink walls and cabinet and replace with new caulking material.damaged wall by ice machine needs repair to remove potential pest harborage, and allow for cleaning.frp walls inside walk-in cooler have mold which needs to be cleaned.frp center door step-up has lost the clean able surface-as no frp remains, and exposed wet wood will become rotted and will need to be replaced. recommend this be re-capped with frp wall covering material, and edge pieces sealed with corner pieces.badly chipped floor in front of bottom of  work-top sand which unit nbeeds replacement of broken, damaged vct floor tile.6-201.11 floors, walls and ceilings-cleanability"

4068010003,20121214,54,"tube lighting in kitchen near cooks line and 3 compartment utensil wash sink needs to be shielded, coated, or otherwise shatter-resistant in areas where there is exposed food, clean equipment,utensils and linens, or un-wrapped single service and single use items.6-202.11 light bulbs, protective shielding"

4068010003,20130327,1,"person in charge will have until january 1, 2014 to pass an ansi approved managers food safety exam and have a certificate available as demonstration of knowledge to meet these requirements."

4068010003,20130327,17,"bbq needs to be reheated to 165 degrees within 2 hours.  bbq on the back row of the steam table did not reach this temperature in the time required.  suggest reheating on stove top or in microwave prior to placing on the hot hold steam table.  it was discovered during the inspection that the steam table was not turned up to maximum temperature.  suggest monitoring and recording tempertures under normal operating conditions to assure all foods are reheated to 165 with in 2 hours."

4068010003,20130327,21,"ready to eat potentially hazardous foods which are refrigerated for more than 24 hours need to be date marked for disposal.  slaw, potatoe salad that was prepared yesterday was labeled during the inspection, however, these foods are made daily and supplies do not last longer than 24 hours."

4068010003,20130327,34,"product thermometer needs to be replace.  today the thermometer was not reading accurately."

4068010003,20130327,37,"walk in freezer has a build up on ice on the floor, along walls and on boxes of food.  boxes need to be freed from ice and food products need to be discarded if exposed to condensation ice."

4068010003,20130327,40,"lemons need to be washed before they are sliced."

4068010003,20130327,43,"single use cups need to be stored in dispensors or original plastic sleeves."

4068010003,20130327,45,"freezer beside stove needs to be replaced.  presently duct tape is holding the lid together.  shelves that are rusted need to be replaced or cleaned.  all non-food contact surfaces that are not easily cleanable need to be replaced."

4068010003,20130327,47,"refer to items listed in item #45."

4068010003,20130327,53,"some items listed on 12/12 inspection have been addressed.   dishwasher racks have been replaced.  frp has been installed behind dishwash table. wall repair is still needed under dishwash area.   floor tiles that are damaged, cracked needed to be replaced.  all surfaces need to be easily cleanable and in good repair"

