business_id,date,code,description

67372,20151112,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."

67372,20151112,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"

67372,20151112,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean

67372,20151112,23,"Standard not met. Plumbing: Installed, maintained"

67372,20151112,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"

67372,20150623,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"

67372,20150623,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"

67372,20150608,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."

67372,20150608,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"

67372,20150608,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"

67372,20150608,23,"Standard not met. Plumbing: Installed, maintained"

67372,20150608,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"

67372,20150608,29,Standard not met. Outer Openings: Outer openings protected

61072,20150224,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"

30690,20151007,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"

30690,20151007,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"

30690,20151007,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"

30690,20151007,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"

30690,20150409,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"

30690,20150409,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"

31040,20151202,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."

31040,20151202,23,"Standard not met. Plumbing: Installed, maintained"

31040,20151202,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"

31040,20150619,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean

95307,20150630,4,Standard not met. Food Protection: Facilities to maintain product temp.

65080,20151201,5,Standard not met. Food Protection: Thermometers provided and conspicuous

65080,20151201,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"

65080,20151201,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."

65080,20150527,5,Standard not met. Food Protection: Thermometers provided and conspicuous

65080,20150527,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"

65080,20150527,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."

30740,20151125,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."

30740,20151125,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"

30740,20151125,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."

30740,20150628,2,"Standard not met. Food Sources: Container, properly labeled"

30740,20150628,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"

30740,20150628,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"

96528,20151210,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"

96528,20150617,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"

74487,20151204,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"

74487,20150610,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"

74487,20150610,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"

41689,20160217,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"

41689,20160217,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"

41689,20150804,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."

41689,20150804,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"

41689,20150213,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"

70024,20150915,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"

77812,20151203,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"

77812,20150611,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"

77812,20150611,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean

89304,20160302,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"

89304,20150923,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean

89304,20150330,12,"Standard not met. Personnel: Clean clothes, hair restraints"

82821,20150330,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"

30743,20160316,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"

30743,20160316,4,Standard not met. Food Protection: Facilities to maintain product temp.

30743,20160316,33,"Standard not met. Other Operations: Toxic Items properly stored, labeled, used"

93062,20150923,3,Standard not met. Food Protection: Potentially hazardous food - safe temp.

93062,20150923,12,"Standard not met. Personnel: Clean clothes, hair restraints"

93062,20150923,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles

93062,20150923,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"

93062,20150319,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles

93062,20150319,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"

67013,20150622,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean

67013,20150622,23,"Standard not met. Plumbing: Installed, maintained"

30745,20150928,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."

30745,20150928,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"

30745,20150928,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean

30745,20150928,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"

